Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
0,20394,0,3,5,1,0,3,2903,105,566,2,8613,8,1,13.019466486775592,2,1,0,1
2,20138,0,2,0,1,0,1,34791,131,117,1,9902,4,0,11.050927638936129,2,1,0,0
4,20086,1,0,5,1,0,0,31304,94,641,1,2604,1,2,11.2844848392791,2,2,2,1
3,4332,2,3,6,0,0,1,12787,26,622,1,7172,4,3,15.05784710438667,2,1,0,1
4,30661,2,4,3,1,1,1,40463,173,580,1,2009,1,1,19.57132421951792,1,0,2,1
2,25910,2,0,4,0,1,0,23569,82,559,1,15245,9,1,12.94548754314066,0,0,0,0
0,28823,2,0,0,0,0,4,29915,173,427,0,14962,3,1,11.959947063165687,2,1,0,0
3,21927,1,5,4,1,0,1,17215,148,695,2,2244,2,3,19.85564196085795,0,0,0,1
4,28441,1,4,3,0,1,0,18838,140,296,0,219,5,2,11.827219155110376,1,2,1,1
1,3737,1,5,5,2,0,3,26458,169,370,1,11238,6,2,14.821461308297543,1,2,0,1
5,19029,1,5,6,2,0,4,17638,245,280,1,14463,9,1,17.467485184199823,1,2,1,1
2,21291,0,1,3,2,1,0,33596,158,362,2,3676,8,1,18.54094698828217,0,0,0,0
2,30761,1,1,1,1,0,3,34775,122,658,0,3290,6,1,11.977389840796178,2,2,2,1
0,25715,0,1,1,0,0,0,36776,273,258,0,20586,8,2,19.02497838989601,1,0,2,1
1,1879,1,4,4,2,0,1,35836,211,144,0,7321,3,0,12.48005519403306,2,0,1,1
0,18218,0,0,7,0,1,1,17580,78,222,0,21412,7,3,13.236762450293558,0,1,1,1
3,24318,1,1,3,0,1,2,24444,134,65,1,15311,8,1,11.109736541194264,1,1,1,0
4,10560,0,5,0,2,0,1,32556,129,467,1,16261,3,3,13.864460683381276,0,2,1,1
0,27173,0,5,0,1,0,1,6647,26,191,0,8832,7,1,12.436688407192484,2,0,0,1
2,11470,0,1,9,0,1,3,15078,204,337,0,12557,4,0,15.870902925494429,2,1,1,0
2,29076,0,0,2,1,1,2,28026,95,5,0,18504,3,2,17.31651639436848,0,0,2,1
5,7771,2,1,8,1,1,3,2067,50,195,2,19335,2,1,10.151005618245284,1,2,0,1
1,24592,2,5,6,2,0,3,29409,262,518,1,17617,9,2,13.318468317434526,1,2,0,1
4,18730,2,1,1,1,0,4,25701,112,91,2,4158,3,0,16.786043637431597,2,1,2,1
0,11405,1,4,7,0,1,3,24725,52,350,1,9607,2,0,12.530920437944497,2,0,2,1
2,2473,0,4,8,1,0,2,28826,249,594,1,403,7,1,17.01203318280374,2,2,0,1
5,24120,0,2,4,2,1,3,16399,235,638,1,14752,9,0,11.032320464149004,0,1,2,1
2,17858,2,0,2,1,0,1,12643,333,634,1,12131,1,0,19.38859750518231,2,0,0,0
5,951,2,0,2,2,1,1,9889,224,473,2,19801,3,3,17.36322185477288,1,2,1,1
0,21846,2,4,6,0,0,4,12399,166,230,2,19191,5,1,10.926989242590713,0,2,2,1
4,22261,0,4,5,2,1,1,3077,313,184,1,10989,2,0,16.105670339415695,0,2,2,1
3,17042,0,0,2,1,1,1,12268,173,281,0,16662,0,1,12.804682017897054,2,2,1,1
0,6449,0,4,4,0,0,4,6871,108,528,0,5968,9,0,11.114496054807471,1,1,2,1
2,26681,0,4,9,1,1,2,42208,241,263,0,12449,6,2,18.065518487593398,0,2,0,1
0,14913,0,2,0,2,0,0,3098,62,180,0,549,2,0,12.50913933753845,2,2,0,1
3,28609,1,0,6,2,0,1,21300,307,78,0,14482,0,1,13.546921773012286,1,2,1,1
4,21236,0,5,7,0,0,3,5722,27,502,1,17611,6,0,18.995429923672493,0,1,2,1
4,18465,0,1,6,2,0,2,41794,114,560,0,13123,3,0,14.654789124498304,1,2,0,1
5,14101,0,1,7,2,1,4,37962,118,169,0,4532,4,1,19.32014376988542,1,0,1,0
2,4116,0,5,3,2,0,1,33504,244,273,1,5345,5,0,11.57782698550273,0,1,0,1
5,7391,2,4,5,1,0,1,16442,129,298,1,7272,7,0,12.28911556268761,2,1,2,1
0,3451,2,4,5,2,1,3,6200,165,256,1,18526,2,3,17.711839371554497,1,2,0,1
5,29795,1,5,6,2,1,3,20895,143,109,0,19687,4,2,11.4536524427644,2,2,0,1
5,20819,1,3,9,2,0,4,28680,184,360,0,7870,4,1,11.494843398697752,2,2,1,1
2,23778,1,5,6,1,0,0,41826,46,337,2,1505,6,3,18.661909933496037,1,1,0,1
2,3962,0,2,7,1,0,0,5022,120,324,1,2708,6,1,15.451709615431602,1,0,1,0
5,13318,1,3,8,1,0,3,41437,126,282,2,4341,7,2,19.269331898775235,1,0,0,1
5,5699,1,4,3,2,0,1,23445,143,119,0,12884,1,2,10.0858636642346,0,0,0,1
0,9993,0,0,7,2,0,1,12050,334,421,0,14750,8,2,13.59864888293706,2,2,0,1
2,6968,2,5,2,0,0,2,23158,216,176,0,11594,2,2,15.206175253372807,0,1,0,1
3,30315,1,0,8,0,0,3,12231,160,221,1,16336,8,1,19.786051989334812,0,0,2,1
3,12220,1,2,9,0,1,0,7319,144,475,0,410,8,2,15.26267787580959,2,0,0,1
3,1686,2,4,2,0,0,2,11341,157,226,1,14773,7,1,12.963663164292146,2,2,2,1
2,11206,2,5,0,2,0,0,39136,85,525,1,1455,9,2,16.32431798806052,2,0,0,1
2,1262,0,1,4,2,0,2,33523,108,359,0,16838,6,3,13.888127955960291,0,0,1,0
5,8255,0,1,8,0,1,0,15366,119,485,2,4641,4,2,11.39272663313388,2,2,1,1
0,29334,0,2,6,1,1,0,6649,72,392,0,12905,5,2,18.83555598915385,2,1,2,1
1,21237,1,2,9,1,1,0,2528,106,101,1,1890,3,1,12.917373214987348,0,1,0,0
0,21311,1,3,7,2,1,4,10637,14,67,1,10634,1,3,12.646735485193496,2,2,0,1
3,18869,2,1,2,0,0,3,2250,139,514,2,18002,9,3,17.864287502652346,2,0,0,1
0,9148,1,5,4,1,1,2,42408,36,115,2,14096,1,1,12.19306727409166,1,0,1,1
1,4108,1,3,3,2,0,4,40082,42,527,2,18444,1,1,17.87523653769083,0,1,2,1
1,12762,1,1,3,1,0,0,2258,297,461,0,5228,1,1,17.598278105320567,1,1,2,1
1,27674,2,0,4,0,1,1,37513,173,249,0,834,9,3,19.633262100966704,0,1,2,1
4,18173,1,5,5,2,0,2,6783,235,214,0,20532,4,1,15.98986248460738,2,2,1,1
2,25444,1,5,3,1,0,3,13280,67,380,2,17170,5,1,12.588009452045222,0,0,2,1
4,15887,2,3,3,0,0,4,10081,161,520,1,11276,2,2,14.581369432617366,1,0,2,1
4,23115,2,5,5,2,0,1,39655,113,609,2,3947,0,0,11.486838817157212,0,2,2,1
3,7395,1,5,1,0,1,2,35397,168,555,2,7446,4,3,14.645271373482508,0,2,0,1
0,26462,1,2,7,0,0,0,33979,230,454,0,2954,6,2,14.605841940422568,2,2,2,1
4,7791,2,4,8,0,1,4,40019,281,274,1,7782,0,1,12.451720184399663,1,0,1,1
5,9121,1,4,1,0,0,2,1909,184,106,0,17812,4,3,12.566467652692545,0,1,2,1
3,11856,1,3,7,2,0,1,31162,39,658,0,1761,9,3,12.688488523671865,0,1,2,1
3,10316,0,2,9,2,1,2,32569,195,479,2,2587,9,0,17.437883934822462,0,0,1,0
5,27010,0,0,1,0,1,1,33359,226,429,0,10079,9,1,10.761023411291449,1,1,1,0
0,28490,1,5,9,2,0,4,8506,317,615,2,10474,0,0,11.35447895208566,0,2,1,1
3,15684,1,3,7,0,1,1,8167,227,162,1,4651,2,2,13.664074761384876,1,1,0,0
1,23406,0,3,4,1,1,0,30992,98,71,2,18271,3,2,12.20634593073486,1,2,0,1
1,29444,2,2,0,1,1,2,22846,303,295,1,3108,0,0,15.94889380948352,0,0,0,1
5,18921,1,4,6,1,1,4,33280,131,465,0,15861,7,3,15.854156045381185,2,0,0,1
0,13041,0,2,1,0,1,3,37904,170,566,0,8397,1,1,10.853388932194765,1,1,0,0
0,5418,0,1,1,1,1,2,34997,283,309,0,7788,2,3,19.8339537356053,1,1,1,0
4,18922,2,0,2,2,1,2,32130,237,81,2,11882,1,2,13.316328359443236,2,2,1,1
0,18510,1,4,6,0,1,4,32726,316,570,1,4476,5,1,14.369419222597976,0,0,1,1
1,16876,0,4,6,2,1,0,24154,22,548,1,15718,3,2,12.624589325859713,1,0,0,1
1,21449,1,2,4,0,0,3,19107,85,386,1,6108,4,3,14.24508987580895,2,2,1,1
1,22637,0,2,6,2,0,1,7255,110,208,2,17110,1,1,19.47364905664926,0,1,1,0
4,21028,0,3,7,0,0,3,35638,157,82,2,7273,3,3,10.640665088866664,2,2,1,1
0,28321,1,0,1,0,1,4,11540,285,513,1,15292,9,1,15.2058478285591,1,2,2,1
4,29134,1,1,5,1,0,3,14201,135,180,2,10521,5,0,17.41837161986937,0,2,2,1
2,29517,1,2,2,2,1,4,9874,305,380,1,15041,9,0,10.295177918259489,2,0,0,0
5,14121,1,1,1,0,1,4,24497,278,477,1,19626,2,2,16.52683757596794,1,1,2,1
3,16107,0,5,5,2,1,2,28492,243,286,1,3427,2,1,18.58521273623013,2,0,1,1
2,14760,0,4,7,2,0,1,16533,129,370,1,18763,9,0,17.25224872443027,1,1,0,1
3,20473,0,5,7,1,0,2,22165,48,99,0,15987,5,2,12.133944555092802,1,2,2,1
5,17406,0,1,1,0,0,2,30951,225,463,0,19112,9,0,15.946845635697212,0,1,2,1
2,9627,2,0,4,2,0,2,19431,262,90,2,8201,0,0,11.27459831285254,2,2,2,1
1,8635,1,5,8,1,1,0,33413,80,438,0,14260,7,2,15.184138921898576,2,0,2,1
1,11510,1,0,6,0,0,4,36470,108,30,2,2005,3,0,14.378808096833296,0,2,1,1
1,11368,1,1,1,1,0,1,22701,284,514,1,2936,0,1,19.96551488473066,0,2,1,1
5,399,0,3,9,2,0,1,11398,27,664,2,15730,2,3,11.12873191311617,2,0,2,1
4,9228,2,0,6,0,1,3,24110,270,66,2,10904,9,0,15.646346287296716,0,2,0,1
3,8275,1,1,9,1,0,0,6359,34,677,2,5295,9,1,13.248951574665288,2,1,2,1
0,14099,0,3,2,2,1,1,4679,66,14,1,4499,1,2,19.820966193924484,0,0,2,1
2,26320,2,2,5,0,0,4,28831,292,623,1,17998,2,1,12.373962271828994,0,2,1,1
2,5922,2,3,2,0,1,4,20741,43,652,2,18398,9,0,15.963820514602103,0,1,0,1
5,4242,2,1,0,2,1,2,14142,302,7,0,19109,4,2,14.808734395038728,2,1,2,1
5,21837,2,1,5,2,1,0,41003,67,32,0,3008,7,3,11.848742008035533,1,1,0,1
4,6944,0,4,6,0,0,3,17068,327,33,1,12344,3,0,16.484260811684987,1,2,2,1
3,14757,1,5,1,0,0,1,34254,271,228,2,21467,1,3,17.257135366678924,0,2,2,1
2,16863,0,3,9,1,0,3,33660,313,317,1,1144,9,1,12.27698115741216,1,0,1,1
0,1833,0,2,6,2,1,4,18243,256,461,1,8325,4,0,12.93578557377993,2,2,2,1
4,21617,2,1,5,1,0,4,4178,254,357,2,1272,1,1,13.647530389749896,2,2,2,1
5,29166,2,0,4,1,1,2,12264,229,435,0,15123,3,3,16.374015432274895,1,0,2,1
0,7476,1,2,0,2,1,4,39662,315,216,0,16644,9,2,19.248252899375363,0,1,2,1
0,16922,2,5,9,1,1,0,13339,55,560,0,21540,9,3,17.694570496352892,2,2,2,1
0,21941,0,5,5,2,1,3,10179,19,670,2,2858,6,3,10.746823139081672,2,0,0,1
1,24791,0,2,3,0,0,2,9761,260,259,2,14420,7,1,17.11346199024436,1,1,1,0
5,17049,1,3,4,0,1,2,38433,192,114,0,14260,3,0,14.036988744472238,2,1,0,0
0,29228,0,4,2,0,1,2,7202,270,535,1,18027,8,3,15.925776387545136,1,2,0,1
2,24176,0,3,7,1,0,2,24458,12,499,1,10240,1,1,17.99429824540218,2,0,2,1
3,1230,1,3,8,0,0,1,16360,153,169,2,9869,1,2,12.899036276459992,2,0,0,0
2,5356,1,3,8,0,1,3,3009,251,507,2,1841,0,3,15.398224924287812,0,2,0,1
1,1443,0,3,3,1,1,1,7056,188,602,2,12482,5,3,15.06315396250978,0,1,0,1
1,11235,0,4,8,0,1,0,17073,111,6,0,21218,6,2,19.71436468850411,2,2,0,1
1,22415,1,2,9,0,1,2,37113,314,260,0,4176,0,0,12.133692636583312,0,0,0,0
5,4279,1,4,5,0,0,0,25962,125,343,0,18775,1,0,11.379674345606,2,1,2,1
1,26498,1,2,1,2,1,1,9646,183,480,2,4433,0,0,16.005916071354065,0,0,0,0
5,24491,2,1,6,0,0,3,4268,109,38,1,12578,7,0,13.941267064604006,1,2,0,1
1,13930,2,0,4,2,1,4,33481,35,496,0,17381,4,0,10.654141682319718,1,1,2,1
1,16782,0,1,6,0,0,4,353,287,299,1,9539,6,0,13.35233856150944,1,1,1,0
4,25501,1,4,3,1,1,1,34690,126,124,1,12223,7,2,11.682714604750885,0,0,2,1
4,1682,2,1,7,1,1,0,31208,302,449,1,8378,3,1,19.457065196564724,2,2,0,1
1,1894,1,4,0,1,1,1,16614,99,475,1,1524,7,2,13.700199914609918,2,0,0,1
0,6553,1,4,9,1,0,1,7239,223,104,0,11362,1,1,17.086056866056758,0,1,0,1
4,25262,1,5,4,1,1,4,33163,42,263,1,5904,6,1,17.61528050297175,1,0,0,1
0,11540,2,1,5,0,1,2,26552,195,126,2,20023,5,0,11.925556353732532,1,2,1,1
3,21277,0,5,4,1,1,2,3439,27,289,1,5472,2,2,17.345356714887554,2,1,2,1
3,29751,1,4,9,2,0,3,30991,324,42,0,5417,9,3,19.606675452510903,0,1,0,1
2,2684,0,2,8,0,1,2,542,285,694,0,17500,3,1,12.32236033351504,1,2,1,1
4,28241,2,3,6,2,0,2,6597,69,554,2,15868,9,1,18.35106256602355,0,2,1,1
2,17671,0,1,7,0,0,1,27768,149,239,0,10813,5,2,18.297823635873065,0,0,2,1
3,1141,1,0,8,2,1,1,34423,133,625,0,18886,0,0,18.270667213581568,2,2,2,1
1,347,0,0,5,1,0,2,32718,276,145,1,2565,6,2,17.711251980129084,1,2,2,1
5,14300,2,0,4,0,0,4,33380,165,172,2,15822,0,1,12.722714998289408,0,0,0,0
3,25120,0,2,8,2,1,1,273,254,443,1,7140,2,2,16.875327684406024,2,0,0,0
5,21125,0,3,0,2,0,1,13193,143,221,2,18869,5,0,11.862600456546453,1,2,0,1
3,17018,0,4,5,1,0,4,36738,139,630,1,16873,9,0,14.427073302131314,1,1,2,1
2,2458,0,0,9,0,0,3,38564,140,180,1,1291,2,0,12.835899788585357,2,0,1,0
4,30626,0,5,9,0,1,0,14606,56,621,0,17092,6,2,16.9718982953473,2,1,0,1
1,8040,1,3,1,2,0,1,12949,55,361,1,2550,6,0,14.19199588478192,2,0,0,0
4,8442,2,4,2,2,0,1,18013,319,669,0,20708,4,1,14.030064481981896,0,0,2,1
0,31026,2,0,3,1,1,1,30014,111,501,1,950,3,0,13.35462508365132,2,2,0,1
0,2244,1,2,5,0,1,4,6457,184,157,2,17786,2,0,14.303107552325752,2,1,0,0
3,30323,0,4,6,1,1,1,19955,222,569,2,19009,4,0,11.034827522421006,0,2,0,1
4,11218,0,1,9,1,0,1,13484,293,529,0,12699,6,0,15.95826212753528,1,2,2,1
0,21584,0,4,5,0,1,2,491,18,296,2,13480,6,0,19.72569291604957,2,1,1,1
0,580,1,5,0,2,0,0,42383,241,369,2,12400,3,3,13.570203759052534,1,0,2,1
1,6621,0,2,6,1,0,4,249,29,677,0,10858,2,1,12.97107574592409,2,0,1,0
0,26130,2,1,9,1,0,4,19230,287,210,2,5051,2,0,14.095799213933605,0,0,0,0
5,28680,1,4,1,1,0,3,30527,76,605,1,11285,5,3,18.23427694358035,2,2,2,1
4,7866,1,1,7,1,0,3,27000,307,26,0,15359,7,3,12.325017858921903,2,1,2,1
1,27149,2,4,3,0,1,4,19869,158,62,1,21018,7,2,18.364669023193947,0,1,2,1
1,18046,1,3,8,0,1,0,23777,78,177,1,4500,9,2,15.204096297373829,0,2,1,1
2,20301,2,3,1,0,1,0,22063,12,386,0,20548,0,2,11.070630200526107,1,0,2,1
5,30408,2,3,1,2,1,3,32390,209,459,0,2718,9,1,16.463904288243338,2,1,0,1
2,4160,1,1,6,0,1,1,32855,98,562,1,6024,8,0,12.65527967596498,0,0,0,0
1,31128,2,2,6,0,1,4,8844,126,695,2,14742,4,0,10.784743622681676,0,2,1,1
0,5853,2,5,0,0,0,3,10959,121,257,0,9481,0,2,15.727789252346788,0,1,0,1
5,13314,1,0,4,2,1,1,11748,279,471,1,11416,8,2,19.098422976915277,2,0,0,1
5,14898,2,5,8,0,1,2,32598,277,403,1,20213,5,1,16.819683246886257,1,0,0,1
2,4064,0,0,4,1,0,2,30356,115,149,0,9860,2,3,10.480142619220665,2,1,0,0
2,15716,1,4,7,0,0,0,18061,320,55,2,8896,8,3,15.07336696009606,1,0,2,1
2,6136,1,5,6,2,0,3,31909,302,291,2,2060,0,1,15.746806689751589,2,2,0,1
1,7952,1,2,2,1,1,4,27141,31,566,2,17669,2,1,13.368500440672737,2,2,2,1
3,9414,0,0,6,0,0,3,29604,124,101,2,11260,8,3,11.929240399406243,2,0,1,1
5,6277,0,0,2,2,1,2,26342,28,391,2,13060,3,2,18.80512433379202,2,2,2,1
3,16797,2,1,3,1,1,2,18301,329,114,1,13887,8,2,19.09012753124484,0,2,1,1
1,28887,1,5,2,1,1,0,17789,192,530,2,10761,5,1,17.04461700404118,0,2,2,1
3,1210,0,5,6,1,1,2,15901,91,595,2,6679,9,0,18.692485177124787,1,0,0,1
0,5913,2,3,5,1,1,1,10057,91,636,2,8341,6,3,11.791634907710884,0,2,0,1
0,24817,1,3,2,0,0,2,27026,65,203,1,15778,4,1,14.980826895446022,2,0,1,0
1,25634,1,5,2,0,0,4,21224,26,418,1,17254,7,0,17.078653118899336,1,1,1,1
4,11051,1,4,8,2,0,3,42038,274,271,2,4801,9,3,12.636369571667014,1,2,2,1
3,24386,2,4,3,1,1,1,7801,224,468,2,14516,0,0,17.193998565174642,1,0,0,1
0,15423,1,2,6,1,1,4,2975,318,527,1,245,3,2,14.707532262962443,1,0,1,0
5,20065,2,5,8,2,1,1,13093,37,472,1,1935,7,1,14.38106650987767,1,1,2,1
3,2905,2,2,0,1,1,3,25916,297,662,2,740,4,3,19.67019984869945,2,0,1,1
3,12522,1,2,5,2,1,4,2146,160,359,2,8,4,2,13.8014650480345,0,0,0,0
3,22103,2,1,5,0,1,3,41131,216,103,0,2579,0,0,14.586914465972027,1,0,2,1
0,22204,0,5,0,1,1,3,35435,51,326,0,244,5,2,11.97691970959001,2,0,2,1
4,15692,0,0,1,1,0,0,25767,42,440,2,4998,5,0,11.766270092975436,2,0,2,1
0,15342,0,1,9,0,1,2,30622,160,207,1,8210,1,1,16.808119393411737,0,0,1,0
1,23419,1,4,1,0,1,3,39628,191,319,2,7496,5,0,16.191763962187085,2,0,1,1
2,8692,1,2,2,1,1,0,15369,192,92,2,8658,2,3,13.0282646514605,1,2,2,1
5,7483,1,3,3,2,0,1,11455,93,656,1,242,1,1,10.99463817048006,1,0,2,1
1,27854,0,3,0,0,1,2,18569,89,357,1,1212,4,3,15.526507176007003,1,1,1,1
1,20500,0,5,3,2,0,4,2288,103,630,1,1114,5,0,19.72024209750651,1,1,1,1
1,14977,2,5,1,2,1,1,35651,303,623,1,11875,1,0,16.452029449018365,2,0,1,1
5,12305,1,0,2,2,0,2,35389,228,273,0,18463,3,1,19.28281650600284,0,0,1,0
0,6835,1,4,4,0,1,1,12591,66,531,0,1247,0,3,19.622702531027265,1,1,0,1
0,31078,1,3,4,2,1,4,9990,239,365,2,7352,7,0,13.521538961816685,2,2,0,1
3,3839,1,5,5,0,0,3,12800,143,228,2,14228,4,2,15.363776376050325,1,2,1,1
5,8694,1,1,6,1,0,4,18211,189,282,1,18005,9,3,14.48079407875379,1,1,1,1
1,23477,0,0,9,1,1,2,10349,283,405,0,12243,7,2,18.78334370816802,2,1,2,1
5,31337,2,5,5,0,0,2,6777,41,296,1,20792,3,0,11.005878572567532,1,2,2,1
3,30119,1,2,1,2,0,4,4324,135,604,2,11270,8,3,19.690001414185357,2,2,2,1
5,10787,2,4,6,2,1,1,5108,197,451,0,9470,4,1,10.863319939883269,1,0,1,1
5,26470,2,4,6,2,1,2,2488,204,180,2,11848,9,2,14.718348574213266,0,1,1,1
3,2389,2,2,4,2,1,4,3990,232,134,0,19644,4,0,18.285837607571253,2,2,0,1
1,14363,2,1,7,0,0,2,4765,38,681,1,17142,1,2,17.2828257450053,0,2,1,1
5,3953,1,0,4,1,1,2,27167,2,416,1,16632,1,2,19.30240284820735,1,2,0,1
0,339,1,1,0,1,1,1,19581,74,539,1,7534,8,2,14.9159689812914,1,1,1,1
2,2929,1,5,9,1,0,0,35601,306,380,1,3117,2,3,13.883830244341071,0,0,0,1
1,21526,0,4,0,0,0,1,28894,225,116,0,12125,8,0,16.40245931232025,0,1,2,1
5,1404,0,1,7,2,0,4,42341,233,498,2,3988,6,3,12.622348010170292,1,1,2,1
3,22650,2,3,2,0,1,4,34602,103,176,0,13134,8,1,13.881014203746846,1,2,2,1
4,7191,2,1,0,2,0,3,31315,63,556,2,16289,6,2,17.9007942594354,1,2,1,1
4,12285,2,2,4,2,1,1,27324,241,324,1,20769,2,1,17.557898450890328,0,1,2,1
4,27237,0,5,3,2,1,1,13881,167,240,2,20591,1,3,13.39590671073382,2,2,1,1
2,28790,1,0,3,1,0,2,29139,266,664,0,13863,7,0,10.139390825772605,0,1,0,0
4,11703,2,1,0,2,0,4,6122,333,482,0,3411,0,3,10.332783382079976,1,0,0,0
0,7322,0,0,1,2,0,4,6676,330,273,0,12890,3,2,14.412696479041651,1,0,2,1
1,26727,1,1,0,2,1,3,10007,240,562,1,7632,3,3,16.81952642854685,2,0,0,0
2,15271,2,5,6,2,1,3,17752,217,543,0,1941,7,0,11.706169696299108,1,0,0,1
0,5509,1,5,9,2,1,4,27489,178,639,1,12201,1,0,11.241833372205232,1,1,0,1
5,17766,0,1,8,0,1,4,16234,287,505,2,6935,0,3,11.48375761525388,1,0,1,0
0,21962,0,5,7,0,1,0,6647,148,349,0,7517,7,0,18.543445745136253,1,2,0,1
0,9266,1,3,2,1,0,1,7474,217,84,2,1286,1,2,12.130480816214948,1,0,2,1
3,26319,2,0,8,0,0,2,10602,82,272,2,2779,8,1,19.28972855020409,0,0,2,1
4,17615,0,4,3,1,0,2,30677,25,230,0,19608,2,2,14.994847611249508,0,2,2,1
5,31425,2,5,5,2,0,0,11338,90,118,2,17081,5,1,13.35187817115811,1,2,1,1
2,15783,2,1,6,2,1,3,28998,61,200,2,4035,0,1,10.27516584530198,1,1,0,0
5,3688,1,0,4,2,0,2,36062,272,490,0,18292,0,2,16.655663274357956,1,0,2,1
3,26895,2,1,6,0,1,3,15048,17,72,0,15529,0,3,13.948377640161176,1,2,0,1
0,1324,1,2,1,0,0,2,14753,72,420,1,2973,9,0,15.850960885558608,0,2,2,1
0,1029,2,2,3,0,0,1,10300,70,502,2,3725,6,2,17.840779322522657,2,1,0,1
3,26294,0,1,7,0,1,3,11422,310,54,2,19227,1,2,11.619995914656762,2,1,2,1
0,26996,0,0,1,1,0,1,15395,60,417,0,10893,5,1,10.474440344996848,1,2,2,1
5,5677,0,2,5,0,0,3,7926,182,588,0,11863,9,0,13.56878412494888,0,2,0,1
0,8583,0,1,9,1,1,4,18451,97,57,0,3359,4,0,12.648082093876877,0,1,1,0
5,638,0,3,2,2,0,0,39339,331,312,0,10908,8,1,11.084509815354105,0,1,2,1
4,16086,1,4,0,2,1,0,15411,327,23,0,6555,5,1,18.95167543037445,2,0,2,1
3,27713,1,2,9,2,1,3,15074,233,53,0,19864,2,1,14.200164018657912,1,1,2,1
3,21822,1,3,1,0,1,3,2446,186,130,1,468,1,3,16.950274839226886,2,0,0,0
0,15987,0,0,6,0,1,1,18996,231,449,2,2416,1,1,16.00144866017291,2,0,1,0
2,8846,0,0,3,0,0,1,3639,136,266,0,7259,1,1,19.750876192842306,0,0,2,1
4,6843,1,2,5,1,0,4,39170,267,318,0,17285,6,0,18.837181012045136,2,0,0,0
1,28148,2,5,3,2,0,2,30070,77,146,2,2956,9,2,16.282949989164006,0,2,2,1
0,22323,1,4,3,1,0,1,38956,329,80,2,4427,9,0,13.460166045546163,0,2,2,1
3,19007,1,3,2,1,0,2,14310,300,166,0,15536,9,2,15.903468479825332,1,0,1,1
4,31405,2,0,1,0,0,0,41015,73,377,2,10356,2,3,13.81814969320394,0,2,2,1
5,20143,1,0,0,0,1,1,22120,89,71,2,7133,6,2,10.09522350742916,0,2,2,1
4,2448,1,1,6,1,1,3,32202,10,354,0,8768,6,3,17.312029473973958,2,0,1,0
2,4184,2,5,7,1,1,4,16459,200,598,1,9119,3,3,14.174969097270626,0,1,1,1
3,21017,2,2,3,1,0,1,19192,43,164,2,550,3,3,18.08594648712363,1,2,1,1
1,11171,0,2,1,1,0,3,33,259,264,0,20238,5,3,10.6844032780784,0,2,0,1
4,13034,1,1,7,0,1,3,11305,179,425,2,21279,5,3,12.291313979320012,0,1,2,1
3,10172,2,0,2,2,1,3,12930,14,253,2,5501,7,2,12.376282181255618,1,2,0,1
5,17100,1,4,3,1,0,4,41311,75,525,0,4724,4,3,15.646455297296932,1,0,0,1
3,12996,0,2,4,2,0,3,16806,190,204,2,3434,2,3,12.40564362213128,2,1,0,0
0,10397,2,2,3,2,0,4,30155,126,252,0,10690,7,0,17.38001220844035,2,1,1,1
1,25141,2,5,9,2,0,0,31573,310,563,2,18949,7,3,15.057177247235336,2,2,2,1
4,27169,0,1,7,2,1,0,31159,127,171,0,13358,9,0,10.80276723728609,0,2,1,1
3,8528,2,4,1,2,0,1,388,48,554,1,9841,3,1,11.50146837734081,1,2,1,1
1,20435,1,0,5,1,1,0,38225,301,408,1,7695,2,0,11.852862709844889,1,1,2,1
0,24464,1,2,7,1,1,0,36610,277,469,2,3117,1,0,15.159027164455358,0,2,2,1
1,17303,2,5,4,0,0,0,3771,246,640,2,7863,1,1,14.62458343288116,2,1,2,1
4,17323,1,2,5,2,1,0,19932,35,245,0,18614,4,0,18.682243756213964,1,0,0,0
2,19590,1,3,6,0,1,0,5072,45,262,2,13846,1,1,18.050016472756155,0,1,2,1
4,31415,0,2,1,0,0,1,2789,270,509,0,20066,8,0,12.448483421605998,1,1,2,1
2,10716,1,0,8,2,0,0,16742,270,439,1,10246,5,3,18.41659276302612,1,0,1,0
5,25072,2,1,1,1,0,4,16547,94,135,2,7478,6,0,12.573318590186194,2,1,2,1
2,30573,2,0,7,0,1,1,42195,164,195,0,13972,9,0,16.585836046515023,2,1,1,0
0,27110,2,1,0,0,1,1,25673,180,606,0,5658,6,3,13.163023712153985,2,0,1,0
0,4145,0,4,7,1,0,4,22589,187,587,2,7373,3,3,16.75354776997904,2,0,0,1
4,17573,1,1,0,2,0,0,26668,86,279,0,6802,3,3,10.698810306000748,0,0,0,0
1,14328,0,2,1,1,0,2,37101,85,374,0,21587,5,1,15.83075496296668,1,0,0,0
1,6722,1,1,5,0,1,1,40296,85,248,0,2890,5,2,17.618914087539046,0,2,2,1
0,15081,1,5,8,0,1,3,33928,237,434,1,2534,1,0,10.549285251876722,2,2,1,1
0,27729,1,5,9,2,1,0,30350,77,507,0,16717,3,1,16.69914910561736,0,0,0,1
4,9885,2,1,5,1,0,0,15553,253,376,0,10134,5,3,15.363897186552546,2,2,2,1
